Artist and Title,Artist,Title,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Princess Nokia - I Like Him,Princess Nokia,I Like Him,146816043,20874,2020,R&B/Soul,"['alternative r&b', 'escape room', 'lgbtq+ hip hop', 'trap queen']",alternative r&b,escape room,lgbtq+ hip hop,651cf5e0-4572-40f5-a097-a920b8d738f5,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,US23A1502010,0.0641,0.893,0.579,0.000121,9,0.215,-8.995,1,0.113,133.018,0.611
Polo G - Be Something,Polo G,Be Something,146540421,31451,2020,Hip-Hop/Rap,"['chicago rap', 'rap']",chicago rap,rap,Unknown,629e7a05-07e7-4dcf-9c03-c26f372b57bb,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS,USQX92002601,0.0232,0.829,0.52,0,8,0.134,-10.34,1,0.294,136.103,0.248
Erica Banks - Buss It,Erica Banks,Buss It,146518651,22108,2020,Hip-Hop/Rap,['trap queen'],trap queen,Unknown,Unknown,f38fa7fd-b566-43b8-ae5f-5edbb98e0dcb,https://open.spotify.com/track/25j0Sape7qZbq6ZPLFefTT,USUYG1312999,0.0593,0.956,0.502,0,9,0.238,-5.995,1,0.213,110.003,0.795
Justin Bieber - Come Around Me,Justin Bieber,Come Around Me,146340133,40790,2020,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown,18878c68-e73f-4c97-bc8f-183f528de661,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d,USUM72001301,0.263,0.648,0.681,0.00761,2,0.0971,-8.389,0,0.0379,157.944,0.766
John Legend - Conversations in the Dark,John Legend,Conversations in the Dark,146337763,36592,2020,Pop,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",neo soul,pop,pop soul,69a1b009-ea18-4e37-b271-84c89b48f25d,https://open.spotify.com/track/0QjQC8sGqxUkaJFBsJjtGm,USSM11914961,0.704,0.361,0.357,0,8,0.219,-8.423,0,0.0312,122.962,0.153
Anuel AA - El Manual,Anuel AA,El Manual,146336689,36903,2020,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap boricua,55a4b39f-6a76-416d-8e26-c1b98ed9fd80,https://open.spotify.com/track/7kOf0qHO4Rcwk6QJifZDRJ,QM4TX2084346,0.35,0.843,0.845,0.00168,0,0.0527,-2.344,1,0.0503,126.989,0.898
Tevvez - Legend,Tevvez,Legend,146296609,47623,2020,Electronic/Dance,['gym hardstyle'],gym hardstyle,Unknown,Unknown,acf690b8-c5ee-42e5-b0a3-8cc09f2e5cea,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,QZNWW2022779,0.0408,0.294,0.707,0.106,2,0.0705,-5.418,1,0.0389,149.94,0.0395
Carlos Rivera - Perdiendo la Cabeza,Carlos Rivera,Perdiendo la Cabeza,146203245,40889,2020,Pop,"['latin arena pop', 'latin pop', 'mexican pop', 'musica tlaxcalteca']",latin arena pop,latin pop,mexican pop,3152c1f4-83aa-4576-a76e-a1c544ea8334,https://open.spotify.com/track/3JZvgVlQbe0dt7cSpPa1qQ,MXF012000001,0.0901,0.735,0.835,0,2,0.291,-3.096,1,0.214,167.884,0.739
BTS - Outro : Ego,BTS,Outro : Ego,146012945,24929,2020,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo,b2bfa5e9-1b3d-4a21-aa5d-0f46a1b5809a,https://open.spotify.com/track/2LVw2bIK99go1NdD77dUCW,QM4TX2001957,0.0121,0.808,0.903,0.000248,0,0.0993,-3.106,1,0.0957,116.988,0.473
Pascal Letoublon - Friendships (Lost My Love),Pascal Letoublon,Friendships (Lost My Love),145920477,65917,2020,,,,,,523e86bd-7ac1-49d0-8957-db8eac0a3d52,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH,DEUM72006213,0.106,0.787,0.828,0.000605,11,0.105,-3.579,0,0.0297,119.953,0.544
DUSTY LOCANE - ROLANDO (Caught In The Rain),DUSTY LOCANE,ROLANDO (Caught In The Rain),145627166,65599,2020,Hip-Hop/Rap,['new york drill'],new york drill,Unknown,Unknown,377ade5b-1631-47a8-b258-a59dd028d748,https://open.spotify.com/track/4VA2prpKDv7ywbnPFfPrWS,USUYG1342947,0.467,0.597,0.689,0,5,0.562,-4.303,1,0.446,118.35,0.644
Danna Paola - Sodio,Danna Paola,Sodio,145583501,23507,2020,Pop,"['latin pop', 'latin viral pop', 'mexican pop']",latin pop,latin viral pop,mexican pop,41eef3a5-a351-4971-aaa9-bfe7afdded3e,https://open.spotify.com/track/7jYZU1CIruZU3puB5tiYiW,MXUM72000102,0.0659,0.668,0.761,0,9,0.148,-4.805,0,0.0617,89.033,0.422
Tai Verdes - Stuck In The Middle,Tai Verdes,Stuck In The Middle,145470577,32260,2020,Pop,"['modern indie pop', 'singer-songwriter pop']",modern indie pop,singer-songwriter pop,Unknown,5ceb9df3-f8fd-4c07-914f-54edf5a3210d,https://open.spotify.com/track/44TzvSZLIkM7Y7MEnrvkIl,QZHN52001856,0.278,0.862,0.564,0,2,0.0935,-6.566,1,0.0425,119.952,0.836
DJ Scheme - Blue Bills,DJ Scheme,Blue Bills,145382727,142611,2020,Hip-Hop/Rap,['viral rap'],viral rap,Unknown,Unknown,,,,,,,,,,,,,,
Dustin Lynch - Ridin’ Roads,Dustin Lynch,Ridin’ Roads,144843071,35798,2020,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,0d92f604-5789-40e5-8dfc-e1563a9649e5,https://open.spotify.com/track/2VPmBOuy7ZAOFSzKwW2IEt,QMRSZ1900176,0.0986,0.547,0.817,0,9,0.136,-4.255,1,0.0448,142.118,0.592
Los 2 de la S - Somos Los Que Somos,Los 2 de la S,Somos Los Que Somos,144576341,71044,2020,World/Traditional,"['banda', 'musica mexicana', 'norteno', 'sierreno']",banda,musica mexicana,norteno,2fcb73fc-01cd-4302-b058-de30b82a18b1,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5,MXB952000039,0.285,0.624,0.427,0,10,0.967,-7.109,1,0.0388,137.091,0.936
Jax Jones - i miss u,Jax Jones,i miss u,144373894,13888,2020,Pop,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance']",dance pop,edm,house,189577aa-47f4-4a51-a566-292e60350839,https://open.spotify.com/track/7CH8J4ulT49UfZwSDSkSZA,GBUM72004976,0.0387,0.668,0.726,0,9,0.134,-7.512,1,0.0468,124.075,0.453
Gaho - 시작,Gaho,시작,144313843,47222,2020,World/Traditional,['borneo traditional'],borneo traditional,Unknown,Unknown,2b75298c-45e0-440e-a74a-0f8c9ea8986e,https://open.spotify.com/track/5TeDIQrpwWtLWaFfzLH0hh,QZEKE1927920,0.179,0.595,0.816,0,4,0.129,-3.552,1,0.0743,108.115,0.573
Dua Lipa - Good In Bed,Dua Lipa,Good In Bed,144208718,25169,2020,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop,e42716db-29ad-4380-a2c9-2640e2798b02,https://open.spotify.com/track/6uAFJ75WDAoAPyCWJAtvks,GBAHT1901305,0.138,0.68,0.701,0.000191,5,0.168,-5.001,1,0.0917,94.06,0.649
Gracie Abrams - 21,Gracie Abrams,21,143757997,134927,2020,Hip-Hop/Rap,['alt z'],alt z,Unknown,Unknown,5d906c8f-098d-4fad-aa47-544efb7131a9,https://open.spotify.com/track/5meVa5klVlJalupZTvv5XX,USUG11903590,0.514,0.755,0.671,0,2,0.109,-6.331,1,0.0872,125.056,0.409
Diplo - Dance with Me,Diplo,Dance with Me,143631189,15813,2020,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",dance pop,edm,electro house,981cfa93-f1b8-477a-92ba-05a023a00f1b,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,GBUM71805350,0.0954,0.575,0.758,0,1,0.394,-5.029,0,0.0618,144.107,0.493
Joan Sebastian - Que Sea,Joan Sebastian,Que Sea,143617459,71721,2020,World/Traditional,"['banda', 'grupera', 'musica mexicana', 'norteno', 'ranchera']",banda,grupera,musica mexicana,,,,,,,,,,,,,,
Murda - Bi Sonraki Hayatımda Gel,Murda,Bi Sonraki Hayatımda Gel,143607153,45186,2020,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap']",canadian hip hop,canadian trap,Unknown,d1d615c1-4dc4-435a-86d0-205731fd5c5a,https://open.spotify.com/track/5SYkeNpjhJPFUMOP5TK8iw,NLG662000021,0.0253,0.933,0.448,0,8,0.104,-4.491,0,0.136,103.981,0.737
Cole Swindell - Single Saturday Night,Cole Swindell,Single Saturday Night,143546997,46060,2020,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,b0cfea16-00df-4855-843d-96b4808c1531,https://open.spotify.com/track/6LnIxE8CqkK7faQV76nEHS,USWB12001284,0.129,0.634,0.786,0,7,0.182,-5.093,1,0.0411,82.003,0.653
Rei 6 - Ah Canım Sevgilim,Rei 6,Ah Canım Sevgilim,143253074,102829,2020,Pop,['turkish alt pop'],turkish alt pop,Unknown,Unknown,4b3eb2e7-6206-4c7c-84bc-0adbe24352b5,https://open.spotify.com/track/5tAsHUoA88hUxxduEM7ePz,SE6HN2008993,0.873,0.471,0.227,0,0,0.159,-11.568,1,0.0539,116.871,0.3
Thomas Rhett - On Me,Thomas Rhett,On Me,143150802,14045,2020,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,,,,,,,,,,,,,,
Lauv - Modern Loneliness,Lauv,Modern Loneliness,143020635,12638,2020,Pop,['pop'],pop,Unknown,Unknown,7de77b10-be8e-45d3-80ad-c01479c44758,https://open.spotify.com/track/18ioFJkxW5B0hOXE0l2ddw,GBKPL1969297,0.14,0.701,0.507,0,8,0.108,-7.106,1,0.0353,82.009,0.146
Dynoro - Me Provocas,Dynoro,Me Provocas,142907892,29917,2020,Electronic/Dance,['edm'],edm,Unknown,Unknown,2efc1599-3f75-4d40-9c05-ee107068888a,https://open.spotify.com/track/7sEwsJK7Ol0J6PFV9nioxu,DEE862000366,0.0115,0.679,0.879,0.0151,5,0.343,-3.321,0,0.0556,126.079,0.325
$uicideboy$ - That Just Isn't Empirically Possible,$uicideboy$,That Just Isn't Empirically Possible,142435401,127812,2020,Hip-Hop/Rap,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",cloud rap,dark trap,new orleans rap,06ff277b-71a0-4d24-874c-3fad2f6295f6,https://open.spotify.com/track/3xQq3mpD6hunD2XG7FXHHu,QZAPK1900016,0.0965,0.76,0.875,0,7,0.177,-3.576,0,0.279,124.061,0.477
Red Velvet - IRENE & SEULGI - Monster,Red Velvet,IRENE & SEULGI - Monster,142426052,28233,2020,Pop,"['k-pop', 'k-pop girl group']",k-pop,k-pop girl group,Unknown,56ef4238-3836-46ee-8d2c-c61011d18962,https://open.spotify.com/track/6c1QaQHdDhtFMfUkhueuXK,KRA302000345,0.212,0.631,0.748,0,4,0.537,-2.569,0,0.0488,115.665,0.351
Conan Gray - Comfort Crowd,Conan Gray,Comfort Crowd,142212314,35762,2020,Pop,"['bedroom pop', 'pop', 'pov: indie']",bedroom pop,pop,pov: indie,20c303f6-6aad-45d3-86a1-17193897c081,https://open.spotify.com/track/6uaBrivDHCaV0uBTiwHTUi,USUM71915466,0.163,0.678,0.431,1.94e-06,0,0.147,-6.749,1,0.0326,90.941,0.404
NCT 127 - Kick It,NCT 127,Kick It,142093202,38812,2020,Pop,"['k-pop', 'k-pop boy group']",k-pop,k-pop boy group,Unknown,c6cb9c06-bee6-4d4f-98b9-e44a12448f1a,https://open.spotify.com/track/0yFq4GHDqLfeceyAs63B3W,KRA302000069,0.0306,0.681,0.847,0,7,0.0808,-2.462,1,0.0869,167.031,0.507
Vaundy - Fukakoryoku,Vaundy,Fukakoryoku,141782486,93076,2020,Pop,"['j-pop', 'japanese soul']",j-pop,japanese soul,Unknown,6f8b25f4-2877-4378-a70c-911f5f2c7904,https://open.spotify.com/track/6WT1tWfxUQREmEwzc4TRMV,JPR651900353,0.0139,0.691,0.826,5.03e-06,2,0.0604,-4.9,1,0.0423,94.033,0.62
Kawe - Mds,Kawe,Mds,141767379,18850,2020,,,,,,80d275aa-b053-4063-8b23-2e661eb1f5f5,https://open.spotify.com/track/0QglpM23kl9ldvVdoYNZwF,QZHZ32082915,0.259,0.886,0.562,0,6,0.121,-5.304,1,0.259,140.02,0.65
Lil Tjay - Zoo York,Lil Tjay,Zoo York,141733989,25144,2020,Hip-Hop/Rap,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",brooklyn drill,melodic rap,nyc rap,5d871236-861a-48a0-b2d9-6b39561e4746,https://open.spotify.com/track/3Ddny34bFoYBb8dIGq5lwp,USSM12002170,0.0352,0.565,0.569,8.81e-06,6,0.106,-6.084,0,0.379,92.466,0.303
Still Woozy - Window,Still Woozy,Window,141639439,103906,2020,Pop,"['bedroom pop', 'oakland indie', 'pov: indie']",bedroom pop,oakland indie,pov: indie,033a9557-9e3e-4073-bafc-9c7537d3a2ff,https://open.spotify.com/track/42Fm8hxhh8i0Zx0Si7XIxd,USUG12001158,0.423,0.714,0.479,1.61e-05,4,0.165,-9.381,0,0.188,91.01,0.625
Apache 207 - Bläulich,Apache 207,Bläulich,141216846,24158,2020,Hip-Hop/Rap,['german hip hop'],german hip hop,Unknown,Unknown,27dfb64d-9705-476d-8ae3-38e49ef94e9d,https://open.spotify.com/track/2tJ8tt6U6KJZx96XLNXrWZ,QZDFP1851524,0.191,0.909,0.397,0.0372,6,0.114,-11.112,0,0.44,98.014,0.654
Pink Sweat$ - 17,Pink Sweat$,17,141035690,26631,2020,R&B/Soul,['bedroom soul'],bedroom soul,Unknown,Unknown,1fd87d0b-ac32-43a4-863f-cd48a3363e1b,https://open.spotify.com/track/0jPi9DvJsr1Pm3DXAMFQww,USAT22000857,0.165,0.653,0.362,0.000131,5,0.11,-8.699,1,0.0472,129.854,0.268
Tones And I - Bad Child,Tones And I,Bad Child,140803478,24604,2020,Pop,['australian pop'],australian pop,Unknown,Unknown,694f2e88-3a33-48ff-bd46-a1214a1d5356,https://open.spotify.com/track/1qCmZnC1FUpNgOydIzqIPC,USAT22000730,0.404,0.756,0.553,0,6,0.158,-4.24,0,0.0343,117.992,0.597
Ana Mena - A Un Paso De La Luna,Ana Mena,A Un Paso De La Luna,140759549,53049,2020,Pop,['spanish pop'],spanish pop,Unknown,Unknown,53f95602-1f9b-4181-8b91-2ef87566bf27,https://open.spotify.com/track/6EQR7Y5vVZFiPD0RUECIDv,ITB002100160,0.0622,0.791,0.915,0,10,0.244,-2.48,1,0.0809,121.948,0.732
Young Dolph - 1 Scale,Young Dolph,1 Scale,140660886,97825,2020,Hip-Hop/Rap,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",memphis hip hop,rap,southern hip hop,c1036238-81f1-44f6-ae2c-25b8224c5ca0,https://open.spotify.com/track/5gmkw2031VVIboYqPIjSWB,USUYG1322658,0.0289,0.878,0.635,0,6,0.276,-5.811,0,0.24,135.035,0.331
Hailee Steinfeld - I Love You's,Hailee Steinfeld,I Love You's,140527656,14051,2020,Pop,['pop'],pop,Unknown,Unknown,851c491d-41dd-4c16-be01-5fc433539251,https://open.spotify.com/track/60todhJq1ScRkVxFvXTuZF,USUM72003152,0.0262,0.681,0.783,0,8,0.206,-4.997,1,0.18,106.901,0.323
Joji - Your Man,Joji,Your Man,140480941,25304,2020,Pop,[],Unknown,Unknown,Unknown,74aa1a28-e596-45cb-bebe-87a67a251bde,https://open.spotify.com/track/4J2HQow52pFt9olOHnYTbk,ZZOPM2002291,0.624,0.785,0.82,0.165,7,0.182,-8.73,1,0.0993,117.961,0.0525
Reik - Poco,Reik,Poco,140479353,50219,2020,,,,,,ef1d248a-28ee-46b9-866e-fb150adf8b7a,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb,MXF012000251,0.394,0.627,0.522,0,11,0.108,-5.08,1,0.0279,86.015,0.8
Lauana Prado - Viva Voz,Lauana Prado,Viva Voz,140276831,38348,2020,World/Traditional,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",sertanejo,sertanejo pop,sertanejo universitario,,,,,,,,,,,,,,
Tion Wayne - I Dunno,Tion Wayne,I Dunno,140214401,30449,2020,Hip-Hop/Rap,"['london rap', 'uk hip hop']",london rap,uk hip hop,Unknown,22642c47-d6c8-4bcd-b53a-c2e39bb3c0f9,https://open.spotify.com/track/3B0WbRucJ6ZIla2G9IVt2E,GBAHS2000336,0.0954,0.821,0.666,0,1,0.319,-7.237,1,0.342,145.066,0.739
Future - Solitaires,Future,Solitaires,139777885,32761,2020,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,rap,6accd388-64ca-4bb2-887b-f0baeb57ffd1,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF,USSM12002496,0.122,0.691,0.632,0,1,0.0646,-7.598,1,0.0513,169.982,0.488
Kehlani - Can I,Kehlani,Can I,139274685,46023,2020,Pop,"['pop', 'r&b', 'rap']",pop,r&b,rap,65c0a3cf-96c2-48c4-a8a4-db87ec9b7968,https://open.spotify.com/track/12xVuIohhHSklxvi1ItKGA,USAT22002476,0.498,0.724,0.564,0,1,0.107,-4.627,0,0.0591,113.943,0.541
Lil Xxel - LMK,Lil Xxel,LMK,139178003,15532,2020,Pop,['pop r&b'],pop r&b,Unknown,Unknown,f23ae22e-7599-4c19-9f86-b63f93e3e462,https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB,QMCE32000212,0.0292,0.748,0.457,0.000294,6,0.444,-7.56,1,0.0465,123.035,0.464
DJ Ivis - Esquema Preferido,DJ Ivis,Esquema Preferido,138740979,6667,2020,World/Traditional,"['arrocha', 'piseiro']",arrocha,piseiro,Unknown,5b09808e-7960-456f-a958-70ec423ed4e3,https://open.spotify.com/track/2PqvBbHgGOCpO6Z6Fg1SB6,BR90B2002405,0.257,0.682,0.83,0,5,0.0779,-4.37,1,0.103,160.018,0.921
Dustin Lynch - Good Girl,Dustin Lynch,Good Girl,138615150,22717,2020,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,0afc3ecb-0b70-4d30-a1d4-a6eebc154f19,https://open.spotify.com/track/3NgcaTIgVh77DdwAInp996,QMRSZ1800615,0.16,0.711,0.696,0,7,0.17,-5.05,1,0.0869,80.512,0.694
Código FN - Miami Vibe,Código FN,Miami Vibe,138534840,36394,2020,World/Traditional,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno']",corrido,corridos tumbados,musica mexicana,6e61877b-24a2-435f-ae90-965590eb3bf6,https://open.spotify.com/track/2gBrYprM7YhB7WgVwes5Gx,QMFLS1900028,0.353,0.785,0.724,0,4,0.0909,-7.325,0,0.04,103.483,0.907
Pop Smoke - Make It Rain,Pop Smoke,Make It Rain,138534222,16252,2020,Hip-Hop/Rap,"['brooklyn drill', 'hip hop', 'rap']",brooklyn drill,hip hop,rap,,,,,,,,,,,,,,
"HIRAIDAI - Stand by me, Stand by you.",HIRAIDAI,"Stand by me, Stand by you.",138533285,54199,2020,Pop,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']",j-pop,japanese singer-songwriter,japanese teen pop,fa0812e9-0d4e-4f8b-8096-389513b7c750,https://open.spotify.com/track/7DyS11kB1YNrfDzQqtjmTh,JPB602002630,0.0879,0.66,0.576,0,3,0.0599,-5.627,1,0.0363,80.978,0.561
Junior H - Psicodelica,Junior H,Psicodelica,138497516,137051,2020,World/Traditional,"['country', 'country rock', 'outlaw country']",country,country rock,outlaw country,a1ec3a83-8741-4b21-b881-010c9e6b0086,https://open.spotify.com/track/6HzREffgQ16b7Rlrr6BY0m,USWL12000379,0.365,0.686,0.615,6.24e-05,9,0.142,-5.551,1,0.0245,105.202,0.57
Juice WRLD - I Want It,Juice WRLD,I Want It,138317265,31059,2020,Hip-Hop/Rap,"['chicago rap', 'melodic rap', 'rap']",chicago rap,melodic rap,rap,f7163a30-fbd3-414b-a132-4073807d51f4,https://open.spotify.com/track/2SVx3uds6jTWALFxevIWMA,USUG12002094,0.133,0.288,0.638,8.16e-05,4,0.14,-6.935,0,0.0779,66.424,0.147
Juice WRLD - Screw Juice,Juice WRLD,Screw Juice,138087839,26831,2020,Hip-Hop/Rap,"['chicago rap', 'melodic rap', 'rap']",chicago rap,melodic rap,rap,b1d07eeb-ec2a-4d86-9b0c-a082481d3ef6,https://open.spotify.com/track/4F6YLjakjqWFTgC5qfEwPQ,USUG12002589,0.082,0.595,0.528,0,5,0.142,-7.371,0,0.0935,150.075,0.515
Mac Miller - Woods,Mac Miller,Woods,137946345,61869,2020,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap,4b2189c3-c291-4c16-a602-8546103b5901,https://open.spotify.com/track/3Qa944OTMZkg8DHjET8JQv,USWB11801015,0.135,0.779,0.362,0.206,0,0.111,-10.847,1,0.0474,85.011,0.46
Olamide - Infinity,Olamide,Infinity,137944604,97064,2020,World/Traditional,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",afrobeats,afropop,azonto,896fc816-151e-451a-b1c7-4575ba1f1495,https://open.spotify.com/track/5DS9LiyEdw2zY8bM6kjjgM,USUYG1330802,0.303,0.93,0.535,0.0201,7,0.146,-8.755,0,0.111,102.017,0.518
Apache 207 - Fame,Apache 207,Fame,137874464,27522,2020,Hip-Hop/Rap,['german hip hop'],german hip hop,Unknown,Unknown,bf1f6138-4300-442d-81f4-d6bcfb8c909d,https://open.spotify.com/track/3goH7O78TLkV9RhCAyM4AT,DEQ322000135,0.184,0.811,0.645,0,1,0.103,-8.008,0,0.104,129.967,0.474
Aimyon - Naked Heart,Aimyon,Naked Heart,137328708,46590,2020,Pop,"['j-acoustic', 'j-pop']",j-acoustic,j-pop,Unknown,4c9fd0a1-1ced-4f4a-a5d3-441e07c820a9,https://open.spotify.com/track/2cTaSKEc8OZdF6Tpg2QQsS,JPWP02000283,0.537,0.559,0.448,1.85e-05,8,0.0915,-4.11,1,0.0275,148.02,0.354
Aitana - Más De Lo Que Aposté,Aitana,Más De Lo Que Aposté,137110546,39221,2020,Pop,"['latin talent show', 'latin viral pop', 'spanish pop']",latin talent show,latin viral pop,spanish pop,b2bf26d6-0f30-4d9b-8014-a633e33d3fbf,https://open.spotify.com/track/00QBHaaP4KUcjlmxWriMbC,ES5702001679,0.0754,0.621,0.918,0,1,0.13,-3.01,0,0.0552,151.988,0.834
Logic - Perfect,Logic,Perfect,137024678,38677,2020,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",conscious hip hop,hip hop,pop rap,b2b4fe18-1b6a-431f-ad25-b5ce717ea373,https://open.spotify.com/track/5jbDih9bLGmI8ycUKkN5XA,USUM72014321,0.00948,0.769,0.829,6.65e-05,0,0.301,-5.228,1,0.0661,159.943,0.648
Matheus & Kauan - É Problema,Matheus & Kauan,É Problema,136984815,46896,2020,World/Traditional,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']",agronejo,arrocha,pop nacional,58ec89b2-5682-4fe3-9274-4601bbaf6a5c,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF,BRUM72003298,0.486,0.626,0.776,0,10,0.108,-6.66,1,0.189,129.765,0.696
Yan Block - Vete Pal Carajo,Yan Block,Vete Pal Carajo,136923682,95880,2020,Hip-Hop/Rap,"['trap boricua', 'trap latino', 'urbano latino']",trap boricua,trap latino,urbano latino,4c77b139-9090-4631-a1e8-76fd06ba411c,https://open.spotify.com/track/1mrQYY0NATPCe7WOYcCKf1,USUYG1343154,0.604,0.784,0.65,0.000579,0,0.104,-7.07,0,0.247,109.181,0.589
Nicki Nicole - Colocao,Nicki Nicole,Colocao,136838411,23567,2020,Hip-Hop/Rap,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino']",argentine hip hop,r&b argentino,trap argentino,3a223435-bd4e-4c33-bb08-4b7a79fa2cc7,https://open.spotify.com/track/1sdOQxBSDlGc922jSMhPVy,UYB282100024,0.638,0.471,0.37,0,10,0.107,-7.362,0,0.0601,175.688,0.458
Tate McRae - lie to me,Tate McRae,lie to me,136742318,37483,2020,Pop,['pop'],pop,Unknown,Unknown,8b16d90c-f10d-41cd-832a-6a696b6258f6,https://open.spotify.com/track/4NUgJ9gYHuAhaT3bj9ONh3,USRC12002313,0.0166,0.639,0.404,0,4,0.343,-7.68,0,0.037,138.054,0.045
Chris Stapleton - Joy Of My Life,Chris Stapleton,Joy Of My Life,136578945,174387,2020,World/Traditional,"['contemporary country', 'outlaw country']",contemporary country,outlaw country,Unknown,eac043e9-032d-423a-9ed5-d4ac8166ac30,https://open.spotify.com/track/4EuaDcxHmHKS6gZ5iuGba0,USUM72013811,0.223,0.63,0.485,0.0535,3,0.103,-8.955,1,0.0299,149.23,0.398
BIN - Saturno,BIN,Saturno,136497348,56933,2020,,,,,,46b25457-109b-474d-a5d0-70265f5e5e14,https://open.spotify.com/track/2JNPzVdbqn3m115FtBUdhZ,usdy41558346,0.692,0.629,0.614,0,2,0.167,-4.51,1,0.0361,136.222,0.453
Clinton Kane - i don't want to watch the world end with someone else,Clinton Kane,i don't want to watch the world end with someone else,136464081,37509,2020,Hip-Hop/Rap,"['alt z', 'gen z singer-songwriter']",alt z,gen z singer-songwriter,Unknown,2e9d3aa7-09c6-4a87-8079-b85b705767c5,https://open.spotify.com/track/58qX77t2VWMWcycsh9zKLc,USSM12002186,0.771,0.535,0.359,0,2,0.111,-9.343,1,0.0607,154.163,0.488
Mario Judah - Die Very Rough,Mario Judah,Die Very Rough,136310851,42146,2020,Hip-Hop/Rap,"['meme', 'meme rap', 'rage rap']",meme,meme rap,rage rap,2f6d62cb-5621-4fcb-a5ee-d963ddb35c91,https://open.spotify.com/track/3brXaWuPsVScvYQKUh3Ijc,USAT22007310,0.00255,0.72,0.74,2.55e-06,1,0.303,-3.815,1,0.0646,157.953,0.172
Alejandro Fernández - Te Olvidé,Alejandro Fernández,Te Olvidé,135913915,43000,2020,Pop,"['latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'musica mexicana', 'ranchera']",latin arena pop,latin pop,mariachi,5ff2e537-9203-4412-9bd6-351532a257b0,https://open.spotify.com/track/0zRc5cHuMrulujN8t1XbYE,USUM71924477,0.0361,0.551,0.508,0,1,0.0731,-5.994,1,0.0354,124.802,0.808
Eminem - Darkness,Eminem,Darkness,135905431,18582,2020,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap,4b098514-61b0-4613-aa1f-934cecba965b,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d,USUM72000789,0.00998,0.671,0.623,7.55e-06,2,0.643,-7.161,1,0.308,75.055,0.195
blackbear - queen of broken hearts,blackbear,queen of broken hearts,135868590,21504,2020,Hip-Hop/Rap,"['alt z', 'pop']",alt z,pop,Unknown,9513addd-9c7b-4715-98bb-8e50b3f2f317,https://open.spotify.com/track/1xyUCr7dIJYaUaaiDf4Q1L,USUG12000337,0.00663,0.717,0.712,0,0,0.0756,-6.098,1,0.0765,97.019,0.825
