Artist and Title,Artist,Title,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Prince Royce - Corazón Sin Cara,Prince Royce,Corazón Sin Cara,375188839,218383,2010,World/Traditional,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",bachata,latin hip hop,latin pop,f573556c-72b1-4ff7-97e3-fc63742ee389,https://open.spotify.com/track/0u4N6w5lBw5xMrzJitRWUo,US7YG0903381,0.0489,0.704,0.83,0,11,0.111,-3.139,1,0.0297,127.103,0.957
Rihanna - Man Down,Rihanna,Man Down,371675301,152180,2010,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary,612bda21-0824-4577-94e7-182620fb9dad,https://open.spotify.com/track/1Bx0zEdVjkFlV27iKaePug,USUM71026642,0.0436,0.47,0.904,0,0,0.0491,-4.024,0,0.177,155.789,0.557
Katy Perry - E.T.,Katy Perry,E.T.,370344109,178183,2010,Pop,['pop'],pop,Unknown,Unknown,b54a1d55-6d3d-4df1-b703-4a22ed324cb5,https://open.spotify.com/track/2009X8GyWTqyxIdzAEYW6N,USCA21001266,0.000812,0.689,0.795,1.07e-06,1,0.156,-4.021,0,0.0356,133.968,0.876
Avenged Sevenfold - Nightmare,Avenged Sevenfold,Nightmare,368712781,147093,2010,Metal,['alternative metal'],alternative metal,Unknown,Unknown,,,,,,,,,,,,,,
USHER - OMG,USHER,OMG,368220010,159325,2010,Hip-Hop/Rap,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",atl hip hop,contemporary r&b,dance pop,e1a155ae-3db4-42c4-b41e-bb2fffcf7f36,https://open.spotify.com/track/1bM50INir8voAkVoKuvEUI,USLF20900103,0.198,0.781,0.745,1.14e-05,4,0.36,-5.81,0,0.0332,129.998,0.326
Kanye West - Monster,Kanye West,Monster,367858628,96186,2010,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap,dd092244-0dde-481c-b332-84ddd5744567,https://open.spotify.com/track/1ZHYJ2Wwgxes4m8Ba88PeK,USUM71026158,0.00244,0.628,0.692,0.0129,2,0.668,-5.64,1,0.202,124.887,0.0963
Jason Derulo - Ridin' Solo,Jason Derulo,Ridin' Solo,361919812,109944,2010,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,58e7d8b3-d05c-4ebd-ae07-196bc9e1b4ac,https://open.spotify.com/track/6OEolOOk9Gh9bqkdpfIOl0,USWB10905329,0.128,0.442,0.83,0,9,0.129,-4.02,1,0.146,89.338,0.578
Two Door Cinema Club - Undercover Martyn,Two Door Cinema Club,Undercover Martyn,360992383,160029,2010,Rock,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",indie rock,indietronica,irish rock,30d31f8a-f406-489a-8f04-3bc60cf720fe,https://open.spotify.com/track/6GQLX6Z28fYwDNCrhaKzYF,FRU700900115,0.000244,0.445,0.87,7.35e-06,2,0.096,-4.898,1,0.116,159.867,0.625
Hans Zimmer - Time,Hans Zimmer,Time,359642658,118731,2010,Classical/Orchestral,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",german soundtrack,orchestral soundtrack,soundtrack,559e4686-bc70-4940-8455-49b71f738476,https://open.spotify.com/track/6ZFbXIJkuI1dVNWvzJzown,USRE11000577,0.178,0.286,0.0968,0.696,7,0.0861,-16.806,1,0.0323,62.881,0.0395
Nelly Furtado - Broken Strings,Nelly Furtado,Broken Strings,359119973,91288,2010,Pop,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",canadian latin,canadian pop,dance pop,6a413e79-4c8c-4d67-b6c3-d8eb994ee6a4,https://open.spotify.com/track/6jBUP2KCe821yqf1hiBqPR,GBUM70810083,0.00967,0.57,0.717,0,1,0.0833,-4.914,1,0.029,111.91,0.321
DJ Khaled - All I Do Is Win,DJ Khaled,All I Do Is Win,358847081,83034,2010,Hip-Hop/Rap,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",hip hop,miami hip hop,pop rap,c600bf7f-ad3f-4a91-9a49-6846bb2e2910,https://open.spotify.com/track/5NEKjqTQPKiqOiOG8YxLdS,USKO11000176,0.014,0.544,0.781,0,10,0.161,-3.616,1,0.189,150.1,0.277
Breakbot - Baby I'm Yours,Breakbot,Baby I'm Yours,356827187,108489,2010,Electronic/Dance,"['filter house', 'funktronica', 'nu disco']",filter house,funktronica,nu disco,23d9d846-9870-4c82-9c26-1db901736620,https://open.spotify.com/track/0tZkVZ9DeAa0MNK2gY5NtV,FR0NT0900390,0.726,0.829,0.792,5.83e-06,2,0.122,-3.755,0,0.0668,118.05,0.758
Daddy Yankee - La Despedida,Daddy Yankee,La Despedida,349643402,321126,2010,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino,7889c926-9d89-4e14-8201-4aaebf83c85e,https://open.spotify.com/track/0fqrZVSenCW6vD2eFMx5pt,US2BU1000145,0.0909,0.745,0.994,0.0546,2,0.0684,-2.194,0,0.0497,122.049,0.972
The Band Perry - If I Die Young,The Band Perry,If I Die Young,345232057,95237,2010,World/Traditional,"['contemporary country', 'country', 'country dawn', 'country road']",contemporary country,country,country dawn,2681ed1d-5a13-434b-adfd-8569a8a49f19,https://open.spotify.com/track/4aY0tZIaboefmkBEsjAovI,USUM71007807,0.348,0.606,0.497,0,4,0.275,-6.611,1,0.0277,130.739,0.362
Robyn - Dancing On My Own,Robyn,Dancing On My Own,345190610,106623,2010,Pop,"['dance pop', 'electropop', 'neo-synthpop', 'scandipop', 'swedish electropop', 'swedish pop']",dance pop,electropop,neo-synthpop,02c8f182-1142-47b0-95a2-fbafb1676117,https://open.spotify.com/track/6aqNCrRA7vs7v6QvRpI50t,SEWKZ1000003,0.0557,0.674,0.857,0.196,6,0.0942,-5.328,1,0.0346,117.028,0.278
P!nk - F**kin' Perfect,P!nk,F**kin' Perfect,342410482,129337,2010,Pop,[],Unknown,Unknown,Unknown,1c36131f-5a30-4289-bda8-d36394839d93,https://open.spotify.com/track/3ueoTboomKEQpI3r9z47Kg,USLF21000103,0.0418,0.561,0.653,0,7,0.347,-4.918,1,0.0349,91.961,0.496
Ellie Goulding - Lights,Ellie Goulding,Lights,341954037,73115,2010,Electronic/Dance,"['indietronica', 'metropopolis', 'pop', 'uk pop']",indietronica,metropopolis,pop,e19919a3-2582-4da8-9830-0400318cb302,https://open.spotify.com/track/5aTsxlQlq0vIedDWZoqMWN,GBUM71028043,0.0302,0.681,0.798,0.036,8,0.131,-6.169,0,0.0364,120.006,0.774
Eminem - No Love,Eminem,No Love,338451100,96037,2010,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap,cd9fa892-9d52-4062-970b-46540c9fe933,https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED,USUM71015397,0.241,0.749,0.925,0,10,0.52,-5.034,1,0.227,86.989,0.641
Lupe Fiasco - The Show Goes On,Lupe Fiasco,The Show Goes On,335762128,131084,2010,Hip-Hop/Rap,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",chicago rap,conscious hip hop,hip hop,2c63e97d-e2e1-4d6d-89e0-ec146e9e60e1,https://open.spotify.com/track/4NTWZqvfQTlOMitlVn6tew,USAT21002369,0.0189,0.591,0.889,0,7,0.155,-3.839,1,0.115,143.067,0.65
Maroon 5 - Misery,Maroon 5,Misery,334156794,140916,2010,Pop,['pop'],pop,Unknown,Unknown,,,,,,,,,,,,,,
Pitbull - Hey Baby (Drop It to the Floor),Pitbull,Hey Baby (Drop It to the Floor),333584951,226667,2010,Pop,"['dance pop', 'miami hip hop', 'pop']",dance pop,miami hip hop,pop,bf160561-ee68-4dd7-8cbb-ca74fb80ba3b,https://open.spotify.com/track/3rfhI32Il2hVRKDkuGeeen,USJAY1000153,0.0434,0.595,0.912,0,10,0.259,-3.428,0,0.0884,128.024,0.762
Calle 13 - Muerte En Hawaii,Calle 13,Muerte En Hawaii,329681635,152958,2010,World/Traditional,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'latin rock', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",latin afrobeat,latin alternative,latin hip hop,d02d600d-54bb-4c31-80c9-832ff76aceeb,https://open.spotify.com/track/3kNVYo6BJE9AENxzokM9YC,USSD11000427,0.789,0.675,0.588,0,3,0.95,-7.168,1,0.177,79.989,0.879
Diddy - Dirty Money - Coming Home,Diddy,Dirty Money - Coming Home,329432772,74990,2010,Pop,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",dance pop,east coast hip hop,hip hop,b6f7b1da-648f-4d7d-9434-bb1de5729380,https://open.spotify.com/track/6Iocm6VMu6bVNYwiDoyQFW,USUM71027542,0.158,0.392,0.839,0,7,0.3,-1.921,1,0.193,168.001,0.232
Plan B - Por Que Te Demoras?,Plan B,Por Que Te Demoras?,327615115,291924,2010,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino,ce9dbcf5-61be-4439-abae-58fa733fb9d9,https://open.spotify.com/track/6URNgz911jj10KXTFtevcS,USB271010152,0.0394,0.893,0.785,0,2,0.055,-5.919,0,0.0812,96.039,0.93
Kid Cudi - Erase Me,Kid Cudi,Erase Me,324951034,79255,2010,Hip-Hop/Rap,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",hip hop,ohio hip hop,pop rap,c3e07016-f9c2-4afa-87b2-6978228062c4,https://open.spotify.com/track/6XkuklKiHYVTlVvWlTgQYP,USUM71020517,0.063,0.687,0.631,0,9,0.108,-5.612,1,0.129,186.071,0.853
The Script - For the First Time,The Script,For the First Time,322046979,104384,2010,Rock,"['celtic rock', 'pop']",celtic rock,pop,Unknown,baeb5eb6-12f7-482c-b7dd-48c5c27ce39a,https://open.spotify.com/track/49kjlZP49LMD1MrrcvXDET,GBARL1000776,0.0339,0.388,0.633,0,9,0.104,-4.769,1,0.0275,173.947,0.381
Eminem - Cinderella Man,Eminem,Cinderella Man,320726024,82110,2010,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap,c1bfe86c-71fe-48f6-929d-8ffeb4292857,https://open.spotify.com/track/4SE4yewyGpOYfxfx59Yjc5,USUM71015394,0.234,0.679,0.908,0,8,0.0821,-3.411,1,0.202,85.918,0.687
Trey Songz - Bottoms Up,Trey Songz,Bottoms Up,319424605,122504,2010,Pop,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",dance pop,r&b,southern hip hop,89618b76-4880-46c4-9905-89ef8fa4f68d,https://open.spotify.com/track/4AYX69oFP3UOS1CFmV9UfO,USAT21001515,0.0205,0.844,0.601,0,1,0.385,-5.283,1,0.157,73.989,0.331
Coldplay - Christmas Lights,Coldplay,Christmas Lights,318702389,7990,2010,Rock,"['permanent wave', 'pop']",permanent wave,pop,Unknown,32b2dddb-b3ab-4835-bc76-335c5c0f05d0,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,GBAYE1001401,0.131,0.315,0.418,0.000679,7,0.0836,-9.146,1,0.0299,129.116,0.237
Eminem - Space Bound,Eminem,Space Bound,317511621,65555,2010,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap,d72a05f4-b91d-4093-9e72-c7a59da37c0d,https://open.spotify.com/track/0sHW1jXe6Sou3437gJQNGA,USUM71015395,0.0417,0.668,0.886,0,0,0.459,-3.474,1,0.117,142.002,0.503
Kesha - We R Who We R,Kesha,We R Who We R,317237823,141840,2010,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,2d0a9050-8fab-4dc5-a1c9-229499dbfa85,https://open.spotify.com/track/3LUWWox8YYykohBbHUrrxd,USRC11000862,0.00987,0.736,0.817,0.00167,8,0.117,-4.9,1,0.0407,119.95,0.653
Mohombi - Bumpy Ride,Mohombi,Bumpy Ride,308576328,130953,2010,,,,,,bc67c267-ab46-4bf5-acb2-382a5ebd518b,https://open.spotify.com/track/71R6zJsrF3ffc3TBFHfivX,GBUM71024652,0.0476,0.706,0.842,0,0,0.134,-4.628,0,0.038,104.958,0.818
Black Eyed Peas - The Time (Dirty Bit),Black Eyed Peas,The Time (Dirty Bit),300928796,102711,2010,Pop,"['dance pop', 'pop', 'pop rap']",dance pop,pop,pop rap,0150c749-4ee3-4586-9cb8-58f60291f795,https://open.spotify.com/track/7vWFaMq63AwkFDhS2OAg5u,USUM71026190,0.0661,0.816,0.814,2.76e-06,6,0.602,-7.798,0,0.0663,127.978,0.436
Justin Bieber - Somebody To Love,Justin Bieber,Somebody To Love,300174090,148604,2010,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown,22dcaddb-e42c-45b4-a086-5cc34895bbb4,https://open.spotify.com/track/3rLIv187BhjyweFe89SgLn,USUM71004743,0.00249,0.714,0.833,0,5,0.298,-5.239,1,0.0259,129.964,0.663
Nicki Minaj - Moment 4 Life,Nicki Minaj,Moment 4 Life,299186774,116330,2010,Pop,"['hip pop', 'pop', 'queens hip hop', 'rap']",hip pop,pop,queens hip hop,3e448aa5-1cf3-44cc-a811-b4e6a4d80b76,https://open.spotify.com/track/1ia019RqDK2o4QiANR1Dyn,USCM51000722,0.406,0.475,0.882,0,11,0.241,-3.883,1,0.351,98.001,0.369
Rihanna - California King Bed,Rihanna,California King Bed,298495981,84245,2010,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary,45e9cdb4-b2b2-4807-93d5-2085241a8bb1,https://open.spotify.com/track/1NpDnkQO0yWxTtntrC0UNz,USUM71026619,0.249,0.452,0.571,0,7,0.114,-3.992,1,0.036,169.884,0.326
Lil Wayne - Right Above It,Lil Wayne,Right Above It,296889422,95585,2010,Hip-Hop/Rap,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",hip hop,new orleans rap,pop rap,bc468c65-a1d5-4bd5-97e9-cd28a0f62b8a,https://open.spotify.com/track/1kMuU3TNQvHbqvXCWBodmP,USCM51000537,0.0435,0.345,0.841,0,3,0.578,-4.348,0,0.367,72.351,0.461
The Naked And Famous - Young Blood,The Naked And Famous,Young Blood,290955413,76281,2010,Indie/Alternative,"['auckland indie', 'indietronica', 'kiwi rock', 'metropopolis', 'shimmer pop']",auckland indie,indietronica,kiwi rock,,,,,,,,,,,,,,
Mac Miller - Knock Knock,Mac Miller,Knock Knock,287185366,91011,2010,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap,,,,,,,,,,,,,,
Train - Marry Me,Train,Marry Me,281308155,52022,2010,Pop,"['hip pop', 'pop']",hip pop,pop,Unknown,606c6fc5-5807-47c2-98ff-8fcb8112a82c,https://open.spotify.com/track/2MWOqewf5j0qf2b6S5J6cS,USSM10904119,0.834,0.461,0.267,2.03e-05,0,0.107,-8.514,1,0.0278,87.918,0.481
Two Door Cinema Club - Something Good Can Work,Two Door Cinema Club,Something Good Can Work,278452151,79937,2010,Rock,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",indie rock,indietronica,irish rock,bca6a69b-4365-419f-938b-5f5352b34f1e,https://open.spotify.com/track/67SrO8B3O8iUq0AmEh0VzJ,FRU700900101,0.00574,0.651,0.841,0.000855,0,0.192,-5.102,1,0.0333,119.941,0.669
Swedish House Mafia - One (Your Name),Swedish House Mafia,One (Your Name),274574180,113830,2010,Electronic/Dance,"['edm', 'pop dance', 'progressive electro house']",edm,pop dance,progressive electro house,4f4c8f03-b46e-49f5-9f05-22bb724d9008,https://open.spotify.com/track/1qZMPmpD1jDcOA7gZ6TCde,GBAAA1000165,0.0132,0.733,0.673,0.0049,9,0.16,-6.572,0,0.0333,125.061,0.636
Aloe Blacc - I Need A Dollar,Aloe Blacc,I Need A Dollar,269593734,103343,2010,Pop,"['pop soul', 'r&b']",pop soul,r&b,Unknown,55d80b70-7971-45b3-b8fd-76493529d391,https://open.spotify.com/track/3oUphdZVPyrsprZ8FgbmQS,US2S71045001,0.199,0.84,0.481,0,6,0.0873,-7.123,0,0.0336,95.497,0.955
David Guetta - Who's That Chick?,David Guetta,Who's That Chick?,268893462,203036,2010,Electronic/Dance,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",big room,dance pop,edm,f921696a-a65a-44e1-b875-d90f576a9e17,https://open.spotify.com/track/7e1h7rqNB0BBC2fUuWEEFe,FRZID1000700,0.00377,0.675,0.602,0,11,0.0458,-4.733,0,0.116,127.938,0.933
Drake - Over,Drake,Over,263131677,87292,2010,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop,42c5c464-1ba8-479f-9e95-64405ddd1c94,https://open.spotify.com/track/2Gnsof1hvZzjE1xdLRpjtf,USCM51100544,0.759,0.489,0.57,2.1e-06,1,0.179,-10.291,1,0.306,185.516,0.584
Rihanna - Love The Way You Lie (Part II),Rihanna,Love The Way You Lie (Part II),261484567,65677,2010,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary,9603702e-95c1-464e-9577-1fdb36aacef6,https://open.spotify.com/track/6M6lsQB4OhqL41eld29PeC,USUM71026644,0.3,0.469,0.833,0,10,0.056,-4.487,1,0.165,166.526,0.402
Andy Grammer - Keep Your Head Up,Andy Grammer,Keep Your Head Up,261193010,63366,2010,Rock,"['neo mellow', 'post-teen pop', 'viral pop']",neo mellow,post-teen pop,viral pop,11f7c76c-8da5-4ece-a003-628a0f7b4a98,https://open.spotify.com/track/2kebNtlS7DqWE54Z66FZIt,USZXT1108631,0.0418,0.67,0.786,0,0,0.145,-5.216,1,0.0366,90.009,0.806
My Chemical Romance - Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),261046354,82088,2010,Rock,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",emo,modern rock,pop punk,72eb1c65-97a9-417a-b2ad-de6bef51ce12,https://open.spotify.com/track/5BB0Jzw60KyfSTyjJqtely,USRE11000909,0.000264,0.411,0.986,0.00148,8,0.371,-2.522,0,0.0583,165.981,0.649
Cartel De Santa - Bombos y Tarolas,Cartel De Santa,Bombos y Tarolas,257249757,120416,2010,Hip-Hop/Rap,"['latin hip hop', 'mexican hip hop']",latin hip hop,mexican hip hop,Unknown,0cfd6c51-077b-4253-9947-fa8aea536740,https://open.spotify.com/track/5HxcRTUT0X0X7WzwPoj0cm,MXF011000131,0.00248,0.894,0.65,0.00869,10,0.057,-4.956,0,0.117,87.982,0.787
The Black Keys - Tighten Up,The Black Keys,Tighten Up,255944117,113906,2010,Rock,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",alternative rock,blues rock,garage rock,50db0404-c193-4885-af40-2d5cb4f59cd6,https://open.spotify.com/track/3C542UknrX76XSRXTyQ1Qg,USNO12000172,0.000763,0.517,0.711,7.15e-06,6,0.568,-5.84,0,0.0627,108.846,0.582
Enrique Iglesias - I Like It,Enrique Iglesias,I Like It,254181305,127178,2010,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop,8b7662af-6bf0-47ba-b88e-c6aae8f5f634,https://open.spotify.com/track/7HacCTm33hZYYN8DXpCYuG,GBUM71003038,0.021,0.648,0.942,0,10,0.0594,-2.881,0,0.0878,129.007,0.73
Juan Gabriel - ¿Por Qué Me Haces Llorar?,Juan Gabriel,¿Por Qué Me Haces Llorar?,253849240,179294,2010,World/Traditional,"['cancion melodica', 'latin pop', 'mariachi', 'musica mexicana', 'ranchera']",cancion melodica,latin pop,mariachi,,,,,,,,,,,,,,
Kesha - Your Love Is My Drug,Kesha,Your Love Is My Drug,250227994,139426,2010,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,15a74887-1f96-4b10-89cd-652a7327cf89,https://open.spotify.com/track/6vc2Jq2vaGu8z326kSrw92,USRC10900735,0.00681,0.826,0.612,0,1,0.0889,-3.891,1,0.0982,120.057,0.756
Far East Movement - Rocketeer,Far East Movement,Rocketeer,246284303,103238,2010,Hip-Hop/Rap,"['asian american hip hop', 'dance pop', 'pop rap']",asian american hip hop,dance pop,pop rap,72ae5885-15e4-435c-93c2-d567b3266407,https://open.spotify.com/track/3ZuiIFm9nRnkRz8AZAekjJ,USUM71022782,0.181,0.664,0.845,0,4,0.267,-6.115,0,0.0462,96.005,0.357
Shakira - Rabiosa,Shakira,Rabiosa,244794259,120515,2010,Pop,"['colombian pop', 'dance pop', 'latin pop', 'pop']",colombian pop,dance pop,latin pop,bd8a61b2-9924-4068-a773-397a96bf7e95,https://open.spotify.com/track/2Xh7dyCHCErCv3PmdVEGw4,USSD11000369,0.062,0.834,0.823,0,0,0.185,-4.918,1,0.114,133.039,0.763
Justin Bieber - That Should Be Me,Justin Bieber,That Should Be Me,244105106,249698,2010,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown,9a6576b0-fae5-48cf-a5e8-9b153d9c1963,https://open.spotify.com/track/0aPZbnkMoWJaJ5CNVLCj8S,USUM71004778,0.199,0.552,0.603,0,8,0.151,-5.71,1,0.0334,139.907,0.231
Don Omar - Hooka,Don Omar,Hooka,242901379,207436,2010,Hip-Hop/Rap,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,puerto rican pop,reggaeton,e6f5ff9a-be3d-48e5-af70-78efeddfde4d,https://open.spotify.com/track/0BenZn1xELuxhb7Pjwyjxv,USUM71023498,0.0373,0.73,0.863,0,1,0.491,-5.082,1,0.153,170.017,0.818
Zac Brown Band - Colder Weather,Zac Brown Band,Colder Weather,241067678,98513,2010,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,c84e6d28-18c5-41c8-9d06-f2fd43c4f639,https://open.spotify.com/track/3U8dHeggJ8IBe0UCb1gbyB,USAT21001364,0.455,0.667,0.381,0,3,0.116,-7.494,1,0.0294,135.975,0.199
USHER - Hey Daddy (Daddy's Home),USHER,Hey Daddy (Daddy's Home),239496232,451636,2010,Hip-Hop/Rap,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",atl hip hop,contemporary r&b,dance pop,9007abe1-9e42-420b-80a4-7684d353f328,https://open.spotify.com/track/030OCtLMrljNhp8OWHBWW3,USLF21000011,0.000176,0.59,0.698,0,11,0.107,-4.262,1,0.0286,95.975,0.352
Roar - Christmas Kids,Roar,Christmas Kids,238614199,184208,2010,,,,,,423da26c-b12c-4a9c-952a-2d314573c805,https://open.spotify.com/track/7KV7xwHTJbzbwGQEHLIzR8,USHM81020599,0.0104,0.426,0.754,0.114,2,0.438,-6.028,1,0.0368,152.074,0.556
Rick Ross - Aston Martin Music,Rick Ross,Aston Martin Music,238557184,109481,2010,Hip-Hop/Rap,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",dirty south rap,gangster rap,hip hop,48dbc480-ed65-43ce-b094-76b12f57cc6d,https://open.spotify.com/track/5W7xC99N2Zzfh69r7I7zWK,USUM71017798,0.0124,0.57,0.58,0,1,0.0498,-5.547,1,0.21,171.812,0.404
Calle 13 - La Vuelta Al Mundo,Calle 13,La Vuelta Al Mundo,237611149,106206,2010,World/Traditional,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'latin rock', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",latin afrobeat,latin alternative,latin hip hop,955d97d4-9d61-48ce-a685-fed142c01b88,https://open.spotify.com/track/1jlKdNbOA90rjnt88GJnwO,USSD11000420,0.159,0.748,0.538,1.62e-06,0,0.167,-9.943,1,0.222,124.974,0.779
Ellie Goulding - Your Song,Ellie Goulding,Your Song,237459695,47976,2010,Electronic/Dance,"['indietronica', 'metropopolis', 'pop', 'uk pop']",indietronica,metropopolis,pop,cf909610-593f-486b-a5ef-fc800b7cf9b3,https://open.spotify.com/track/05SBRd4fXgn8FX7bf8BCAE,GBARL1201390,0.41,0.695,0.869,0,8,0.237,-5.066,1,0.0483,124.989,0.58
J Boog - Let's Do It Again,J Boog,Let's Do It Again,236654910,67524,2010,World/Traditional,['kaneka'],kaneka,Unknown,Unknown,199391c0-c155-4a31-9f78-ca82edd09eb3,https://open.spotify.com/track/2hU6oM0KUN1gzBf8PY0MOD,USUYG1007096,0.494,0.607,0.669,0,0,0.0747,-5.517,0,0.244,80.897,0.907
Enrique Iglesias - Tonight (I'm Fuckin' You),Enrique Iglesias,Tonight (I'm Fuckin' You),234532854,61870,2010,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop,a0954167-9ffe-4e35-a782-cbf7c3161852,https://open.spotify.com/track/3nMb7ToWIxYvmaIG20z6ux,GBUM71029652,0.0294,0.648,0.89,3.58e-06,0,0.116,-3.982,0,0.0523,125.953,0.321
Taylor Swift - Mean,Taylor Swift,Mean,233920694,53742,2010,Pop,['pop'],pop,Unknown,Unknown,10cde4aa-f4fa-4489-8204-5acf0e3e5a3e,https://open.spotify.com/track/30Y4CV7A6YqtQtTTo7Ue4j,USUG12302078,0.321,0.526,0.7,0,4,0.213,-3.95,1,0.0392,163.949,0.596
Billy Ocean - Love Really Hurts Without You,Billy Ocean,Love Really Hurts Without You,233479215,139665,2010,Electronic/Dance,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",disco,mellow gold,new romantic,ec660fd5-4afd-4952-b061-5c73e67c4907,https://open.spotify.com/track/4GhtDORJiSRYxj6M1bv0vX,GBAHK9700121,0.00221,0.518,0.907,1.15e-05,5,0.0838,-3.732,1,0.0343,140.982,0.961
Prince Royce - Rechazame,Prince Royce,Rechazame,229697917,175829,2010,World/Traditional,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",bachata,latin hip hop,latin pop,eb4fc79a-c729-4ed2-a6dd-5292106157be,https://open.spotify.com/track/07p0kLnvfQQ2bLujHyzSGK,US7YG0900001,0.0749,0.73,0.867,6.81e-06,7,0.0712,-1.946,1,0.0325,130.02,0.929
